# DiversMap 統合地点データ
# フォーマット: id,name,category,subcategory,district,postal_code,address,phone,hours,access,website_url,description,tags,source,lat,lng
#
# category: transit / hazard / accessible / food / tourism / shopping / medical / other
# tags: | 区切りのタグ（バリアフリー設備・店舗特徴など）
# lat/lng: 省略可（空欄でマップに表示しない）
#
# 追加・修正はこのファイルを直接編集してください（再ビルド不要）
# 既存施設データを更新する場合は dart run tool/migrate_to_places.dart を再実行
id,name,category,subcategory,district,postal_code,address,phone,hours,access,website_url,description,tags,source,lat,lng
bf_0287,福岡市美術館,accessible,官公庁舎・公共施設,中央区,810-0051,福岡市中央区大濠公園１－６,092-714-6051,9:30-17:30,西鉄バス：福岡市美術館東口バス停から徒歩3分 地下鉄空港線：大濠公園駅から徒歩10分 地下鉄七隈線：六本松駅から徒歩10分,http://www.fukuoka-art-museum.jp,入口は駐車場側と大濠公園側の２ヶ所にあります。駐車場側は短いスロープがあり、公園側は長いスロープがあります。 点字ブロックは施設入口までありますが、施設内にはありません。,車いす貸出|車いす対応客席|エレベーター|バリアフリートイレ|インターフォンの設置|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|ふくおか・まごころ駐車場|文字案内|筆談対応|点字（誘導）ブロック|ほじょ犬の同伴可能|親子トイレ|屋内のおむつ交換スペース|ベビーチェア|小児用便器|ベビーカー貸出|授乳室|キッズルーム|お子さま用食器|障がいのある方、高齢者の方への割引|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙,市データ,33.589401,130.373947
bf_0288,福岡市保健環境研究所（まもるーむ福岡）,accessible,官公庁舎・公共施設,中央区,810-0065,福岡市中央区地行浜２－１－３４,092-831-0669,午前10時～午後5時 ※休館日：月曜日・火曜日（休日の場合は翌平日）、年末年始（12月28日～1月4日）,西鉄PayPayドームバス停から徒歩6分,https://www.city.fukuoka.lg.jp/m-room/index.html,福岡市「赤ちゃんの駅」の登録施設です。,車いす貸出|介添えサービス|エレベーター|バリアフリートイレ|段差無し|筆談対応|点字（誘導）ブロック|点字案内|トイレのおむつ交換スペース|授乳室|温水洗浄便座|全館禁煙,市データ,33.594582,130.364258
bf_0289,福岡市埋蔵文化財センター,accessible,官公庁舎・公共施設,博多区,812-0881,福岡市博多区井相田２－１－９４,092-571-2921,9時から17時まで（入館は16時30分まで）,西鉄板付中学校前バス停から徒歩1分,https://www.city.fukuoka.lg.jp/maibun/html/,,車いす貸出|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|文字案内|ベビーカー貸出|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙,市データ,33.555069,130.462189
bf_0290,福岡市民会館,accessible,官公庁舎・公共施設,中央区,810-0001,福岡市中央区天神５－１－２３,092-761-6567,,西鉄市民会館前バス停から徒歩5分,http://www.fukuoka-civichall.jp/,,簡易リフト、階段昇降装置等|車いす貸出|車いす対応客席|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|屋内のおむつ交換スペース|ベビーチェア|障がいのある方、高齢者の方への割引|温水洗浄便座|全館禁煙,市データ,33.597973,130.398697
bf_0291,福岡市民体育館,accessible,官公庁舎・公共施設,博多区,812-0045,福岡市博多区東公園８－２,092-641-9135,,市営地下鉄 千代県庁口駅から徒歩1分,http://www.sports-fukuokacity.or.jp/,福岡市「赤ちゃんの駅」の登録施設です。ＡＥＤが３台にあります。,車いす貸出|車いす対応客席|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|筆談対応|親子トイレ|屋内のおむつ交換スペース|お子さま、お子さま連れの方への割引|障がいのある方、高齢者の方への割引|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|全館禁煙,市データ,33.603306,130.416168
bf_0292,福岡市民防災センター,accessible,官公庁舎・公共施設,早良区,814-0001,福岡市早良区百道浜１ー３－３,092-847-5991,,西鉄医師会館前バス停から徒歩5分,https://www.city.fukuoka.lg.jp/syobo/bousai_suishin/bousaicenter/centerinfo.html,福岡市「赤ちゃんの駅」の登録施設です。 ＡＥＤが１階受付にあります。 当センターでは、各種災害体験を通して地震や火災など、もしものときの対処法を学んでいただく施設です。,車いす貸出|エレベーター|バリアフリートイレ|段差無し|文字案内|点字案内|屋内のおむつ交換スペース|ベビーチェア|ベビーカー貸出|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|洋式トイレ|全館禁煙,市データ,33.589184,130.355576
bf_0293,福岡市ももち体育館,accessible,官公庁舎・公共施設,早良区,814-0006,福岡市早良区百道２－３－１５,092-851-4550,,市営地下鉄 藤崎駅から徒歩3分 西鉄藤崎バスセンターバス停から徒歩3分,http://www.sports-fukuokacity.or.jp/,駐車場から施設までは、エレベータを利用して来館してください。なお、体育館入口は２階となっています。ＡＥＤは、１台設置しています。当館では、ショートレッスンや各種スポーツ教室を毎日開催しています。,車いす貸出|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|ベビーチェア|障がいのある方、高齢者の方への割引|全館禁煙,市データ,33.582195,130.346893
bf_0294,福岡市役所,accessible,官公庁舎・公共施設,中央区,810-8620,福岡市中央区天神１－８－１,092-711-4111,,市営地下鉄天神駅から徒歩4分,http://www.city.fukuoka.lg.jp/,福岡市「赤ちゃんの駅」の登録施設です。,車いす貸出|車いす対応ATM|車いす対応公衆電話|車いす対応客席|介添えサービス|エレベーター|バリアフリートイレ|段差無し|文字案内|筆談対応|補聴設備|点字（誘導）ブロック|点字案内|点字・音声案内ATM|屋内のおむつ交換スペース|ベビーチェア|ベビーカー貸出|授乳室|キッズルーム|障がいのある方、高齢者の方への割引|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座,市データ,33.590084,130.401581
bf_0295,福岡市立障がい者就労支援センター,accessible,福祉,中央区,810-0073,福岡県福岡市中央区舞鶴1-4-13 福岡市舞鶴庁舎４階,092-711-0833,月曜日～土曜日の午前9時00分～午後6時00分,西鉄バス 「長浜一丁目バス停」 徒歩3分 西鉄バス 「法務局前バス停」 徒歩5分 西鉄バス 「舞鶴一丁目バス停」 徒歩5分 地下鉄空港線 「赤坂駅」 ３番出口 徒歩6分 地下鉄空港線 「天神駅」 １番出口 徒歩9分,https://fc-swc.org/shurou/,障がいのある方の就労支援、企業や関係機関等に対しての支援などを行っています。,エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|駐車場|洋式トイレ|自動ドア|全館禁煙|休憩スペース,市データ,33.592487,130.392426
bf_0296,福岡市立発達障がい者支援センター（ゆうゆうセンター）,accessible,福祉,中央区,810-0073,福岡市中央区舞鶴1丁目４番１３号 福岡市舞鶴庁舎４階,092-753-7411,月曜～金曜 ９：００～１７：００,西鉄バス 「長浜一丁目バス停」 徒歩3分 西鉄バス 「法務局前バス停」 徒歩5分 西鉄バス 「舞鶴一丁目バス停」 徒歩5分 地下鉄空港線 「赤坂駅」 ３番出口 徒歩6分 地下鉄空港線 「天神駅」 １番出口 徒歩9分,https://fc-swc.org/yuyu/,福岡市にお住まいの方の、発達障がいに関する相談機関です。,エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙|休憩スペース,市データ,33.592487,130.392426
bf_0297,福岡市立東障がい者フレンドホーム,accessible,福祉,東区,813-0062,福岡市東区松島３－１５－２,092-621-8840,,西鉄松島五丁目バス停から徒歩6分,http://c-fukushin.jp/east-friend,障がいをお持ちの方の福祉、生活などさまざまな相談に応じます。,車いす貸出|車いす対応公衆電話|介添えサービス|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|文字案内|筆談対応|点字（誘導）ブロック|点字案内|点字・音声案内自動販売機|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|全館禁煙,市データ,33.627785,130.435181
bf_0298,福岡市立老人福祉センター寿楽園,accessible,官公庁舎・公共施設|福祉,城南区,814-0143,福岡市城南区南片江２丁目32番１号,092-861-1123,９時～18時,西鉄バス「南片江六丁目」下車徒歩約２分 西鉄バス「南片江」下車徒歩約４分 地下鉄七隈線「福大前駅」下車徒歩約15分,https://c-fukushin.or.jp/jurakuen,高齢者が健康で明るい生活を営むために、各種の相談に応じるとともに、健康の増進、教養の向上及びレクリエーションなどの便宜を総合的に提供するための施設です。,エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|ふくおか・まごころ駐車場|文字案内|ほじょ犬の同伴可能|トイレのおむつ交換スペース|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙|休憩スペース,市データ,33.544842,130.371719
bf_0299,福岡市立老人福祉センター早寿園,accessible,官公庁舎・公共施設|福祉,早良区,811-1101,福岡市早良区重留７丁目８－８,092-804-7750,９時～17時30分,西鉄バス「重留新町」下車徒歩約15分 西鉄バス「四箇田団地」下車徒歩約15分 西鉄バス「早寿園前」下車すぐ,https://ameblo.jp/soujuen804/,高齢者が健康で明るい生活を営むために、各種の相談に応じるとともに、健康の増進、教養の向上及びレクリエーションなどの便宜を総合的に提供するための施設です。,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|ふくおか・まごころ駐車場|文字案内|駐車場|洋式トイレ|自動ドア|全館禁煙|休憩スペース,市データ,33.533676,130.336731
bf_0300,福岡市立老人福祉センター長生園,accessible,福祉|官公庁舎・公共施設,博多区,812-0044,福岡市博多区千代１丁目１番42号,092-641-0903,９時～17時,JR「吉塚駅」下車徒歩約12分 地下鉄「千代県庁口」下車徒歩約12分 西鉄バス「千代一丁目」「堅粕一丁目」下車徒歩約７分,http://activity-base.jp/,高齢者が健康で明るい生活を営むために、各種の相談に応じるとともに、健康の増進、教養の向上及びレクリエーションなどの便宜を総合的に提供するための施設です。,車いす対応自動販売機|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙|休憩スペース,市データ,33.60041,130.420807
bf_0301,福岡市立老人福祉センター東香園,accessible,福祉|官公庁舎・公共施設,東区,813-0003,福岡市東区香住ケ丘１丁目９番１号,092-671-2213,火曜日～土曜日：９時～18時 日曜日：９時～17時30分,西鉄バス「女子大前」下車徒歩約15分 西鉄貝塚線「香椎花園前」下車徒歩約15分,https://ncstoukou.exblog.jp/,高齢者が健康で明るい生活を営むために、各種の相談に応じるとともに、健康の増進、教養の向上及びレクリエーションなどの便宜を総合的に提供するための施設です。,車いす貸出|エレベーター|障がい者等対応エレベーター|ふくおか・まごころ駐車場|文字案内|駐車場|洋式トイレ|自動ドア|全館禁煙,市データ,33.666893,130.437607
bf_0302,福岡市立老人福祉センター福寿園,accessible,官公庁舎・公共施設|福祉,西区,819-0162,福岡市西区今宿青木1043番地31,092-891-2727,９時～17時,西鉄バス「三陽高校」下車すぐ 西鉄バス「生の松原団地南」下車徒歩約５分 西鉄バス「西市民プール前」下車徒歩約12分,https://ameblo.jp/fukujuen-fcs/,高齢者が健康で明るい生活を営むために、各種の相談に応じるとともに、健康の増進、教養の向上及びレクリエーションなどの便宜を総合的に提供するための施設です。,車いす貸出|エレベーター|バリアフリートイレ|インターフォンの設置|ふくおか・まごころ駐車場|駐車場|洋式トイレ|自動ドア|全館禁煙|休憩スペース,市データ,33.567528,130.288971
bf_0303,福岡市立老人福祉センター舞鶴園,accessible,官公庁舎・公共施設|福祉,中央区,810-0072,福岡市中央区長浜１丁目２番15号,092-771-7677,5/1～10/31：９時～18時 11/1～4/30：９時～17時,西鉄バス「福祉センター前」下車徒歩約１分 西鉄バス「長浜１丁目」下車徒歩約３分 地下鉄「天神駅」下車徒歩約10分,http://maizuruen.jp/,高齢者が健康で明るい生活を営むために、各種の相談に応じるとともに、健康の増進、教養の向上及びレクリエーションなどの便宜を総合的に提供するための施設です。,車いす貸出|エレベーター|バリアフリートイレ|インターフォンの設置|温水洗浄便座|洋式トイレ|自動ドア|全館禁煙|休憩スペース,市データ,33.595013,130.393997
bf_0304,福岡市立老人福祉センター若久園,accessible,福祉|官公庁舎・公共施設,南区,815-0042,福岡市南区若久６丁目29番１号,092-511-7255,火曜日～土曜日：９時～18時 日曜日：９時～17時30分,西鉄バス「若久」下車徒歩約10分 西鉄バス「東若久」下車徒歩約５分,https://wakahisaen1973.blog.jp/,高齢者が健康で明るい生活を営むために、各種の相談に応じるとともに、健康の増進、教養の向上及びレクリエーションなどの便宜を総合的に提供するための施設です。,車いす貸出|介添えサービス|エレベーター|バリアフリートイレ|ほじょ犬の同伴可能|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙|休憩スペース,市データ,33.547085,130.414093
bf_0305,福岡市和白地域交流センター（コミセンわじろ）,accessible,官公庁舎・公共施設,東区,811-0213,福岡市東区和白丘１－２２－２７,092-608-8480,,ＪＲ福工大前駅から徒歩1分,http://wajiro.info/,様々な目的でご利用頂けるコミュニティ施設です。体育館、多目的ホール、会議室、図書館やチャイルドルームなどがあります。エレベーターを2機設置。近くに契約の立体駐車場があります。,車いす貸出|車いす対応客席|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|文字案内|筆談対応|点字（誘導）ブロック|点字案内|屋内のおむつ交換スペース|ベビーチェア|小児用便器|授乳室|キッズルーム|障がいのある方、高齢者の方への割引|オストメイト対応設備|温水洗浄便座|全館禁煙,市データ,33.698452,130.440338
bf_0306,福岡税務署,accessible,官公庁舎・公共施設,中央区,810-0001,福岡市中央区天神４－８－２８,092-771-1151,,西鉄市民会館前バス停から徒歩3分,http://www.nta.go.jp/fukuoka/,,車いす貸出|介添えサービス|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|屋内のおむつ交換スペース|ベビーチェア|温水洗浄便座|全館禁煙,市データ,33.595207,130.400269
bf_0307,福重公民館,accessible,官公庁舎・公共施設,西区,819-0022,福岡市西区福重４－２５－２,092-882-1839,,西鉄新室見バス停から徒歩5分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、児童等集会室、和室、地域団体室、研修室、事務室、印刷室）,エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|小児用便器|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙,市データ,33.572189,130.325638
bf_0308,福岡市地下鉄 福大前駅,accessible,公共交通機関,城南区,814-0133,福岡市城南区七隈八丁目,092-894-7800,地下鉄営業時間内,,https://subway.city.fukuoka.lg.jp/eki/stations/fukudai.php,駅務室にＡＥＤがあります。,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|ほじょ犬の同伴可能|トイレのおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|公衆電話|障がいのある方、高齢者の方への割引|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|洋式トイレ|全館禁煙,市データ,33.549355,130.364716
bf_0309,福浜公民館,accessible,官公庁舎・公共施設,中央区,810-0066,福岡市中央区福浜１丁目２－２,092-761-8060,,西鉄伊崎バス停から徒歩約３分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室） ・老人いこいの家,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|トイレのおむつ交換スペース|小児用便器|ベビーカー貸出|温水洗浄便座|全館禁煙,市データ,33.597473,130.368362
bf_0310,福岡市地下鉄 藤崎駅,accessible,公共交通機関,早良区,814-0006,福岡市早良区百道２丁目,092-881-7800,地下鉄営業時間内,,https://subway.city.fukuoka.lg.jp/eki/stations/fujisaki.php,駅務室にＡＥＤがあります。,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|ほじょ犬の同伴可能|トイレのおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|公衆電話|障がいのある方、高齢者の方への割引|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|洋式トイレ|全館禁煙,市データ,33.582752,130.346207
bf_0311,文化観光情報ひろば,accessible,官公庁舎・公共施設,中央区,810-0001,福岡市中央区天神１－１－１ アクロス福岡２階,092-725-9100,,西鉄市役所北口バス停から徒歩1分,http://www.acros.or.jp/,九州・山口・アジア地域の観光に関する情報や、コンサート、美術展、演劇などの文化情報を提供。 広場までは「アクロス福岡」のマップをご覧ください。,簡易リフト、階段昇降装置等|車いす貸出|エレベーター|バリアフリートイレ|乗り降りしやすい駐車場|文字案内|点字案内|屋内のおむつ交換スペース|授乳室|温水洗浄便座|全館禁煙,市データ,33.589542,130.403717
bf_0312,福岡市地下鉄 別府駅,accessible,公共交通機関,城南区,814-0104,福岡市城南区別府２丁目,092-715-7800,地下鉄営業時間内,,https://subway.city.fukuoka.lg.jp/eki/stations/befu.php,駅務室にＡＥＤがあります。,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|ほじょ犬の同伴可能|トイレのおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|公衆電話|障がいのある方、高齢者の方への割引|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|洋式トイレ|全館禁煙,市データ,33.572704,130.369736
bf_0313,別府公民館,accessible,官公庁舎・公共施設,城南区,814-0104,福岡市城南区別府１丁目１５－１９,092-821-7489,,地下鉄別府駅から徒歩約５分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室）,バリアフリートイレ|段差無し|点字（誘導）ブロック|親子トイレ|トイレのおむつ交換スペース|ベビーチェア|小児用便器|キッズルーム|温水洗浄便座|全館禁煙,市データ,33.573257,130.371277
bf_0314,ボートレース福岡,accessible,官公庁舎・公共施設,中央区,810-0071,福岡市中央区那の津1-7-5,092-771-6061,,西鉄那の津口（ボートレース福岡入口）バス停から徒歩3分,https://www.boatrace-fukuoka.com/,福岡競艇場の玄関門扉から点字ブロックがあり、入口ゲートを通り受付まで設置しています。１～３階の各階のお客様スペースには福祉型トイレを設置しており、エレベーターには点字板を設置しております。また、視覚障がい者の方への対応としましては場内の警備員が席への案内や誘導等を行っております。,車いす貸出|車いす対応客席|エレベーター|バリアフリートイレ|乗り降りしやすい駐車場|点字（誘導）ブロック|点字案内|親子トイレ|屋内のおむつ交換スペース|ベビーチェア|ベビーカー貸出|授乳室|キッズルーム|温水洗浄便座,市データ,33.597191,130.396317
bf_0315,福岡市地下鉄 馬出九大病院前駅,accessible,公共交通機関,東区,812-0054,福岡市東区馬出二丁目,092-651-7800,地下鉄営業時間内,,https://subway.city.fukuoka.lg.jp/eki/stations/maidashi.php,駅務室にＡＥＤがあります。,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|ほじょ犬の同伴可能|トイレのおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|公衆電話|障がいのある方、高齢者の方への割引|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|洋式トイレ|全館禁煙,市データ,33.611237,130.419586
bf_0316,馬出公民館,accessible,官公庁舎・公共施設,東区,812-0054,福岡市東区馬出一丁目12-33,092-651-0605,,市営地下鉄馬出九大病院前駅から徒歩4分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室） ・老人いこいの家,エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|温水洗浄便座|全館禁煙,市データ,33.610168,130.420547
bf_0317,馬出人権のまちづくり館,accessible,官公庁舎・公共施設,東区,812-0054,福岡市東区馬出２－１１－２１,092-651-2277,,市営地下鉄 馬出九大病院前駅から徒歩6分,,,エレベーター|バリアフリートイレ|段差無し|屋内のおむつ交換スペース|温水洗浄便座|全館禁煙,市データ,33.612488,130.418152
bf_0318,舞鶴公民館,accessible,官公庁舎・公共施設,中央区,810-0073,福岡市中央区舞鶴２丁目６－１,092-771-3541,,西鉄舞鶴一丁目バス停から徒歩約4分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室） ・老人いこいの家,バリアフリートイレ|段差無し|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|親子トイレ|トイレのおむつ交換スペース|ベビーチェア|小児用便器|オストメイト対応設備|温水洗浄便座|全館禁煙,市データ,33.592381,130.39212
bf_0319,舞松原公民館,accessible,官公庁舎・公共施設,東区,813-0041,福岡市東区水谷一丁目７－１３,092-672-2199,,西鉄バス 神宮駅前バス停から徒歩9分,http://gakushu.city.fukuoka.lg.jp/center/,公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室）,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|温水洗浄便座|全館禁煙,市データ,33.64727,130.447006
bf_0320,松島公民館,accessible,官公庁舎・公共施設,東区,813-0062,福岡市東区松島三丁目１５－１１,092-612-1533,,西鉄バス 松島五丁目バス停から徒歩5分,http://gakushu.city.fukuoka.lg.jp/center/,公民館（講堂、学習室、和室、研修室、児童等集会室、地域団体室、ロビー、事務室）,エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|筆談対応|トイレのおむつ交換スペース|ベビーチェア|小児用便器|温水洗浄便座|全館禁煙,市データ,33.628235,130.434357
bf_0321,三苫公民館,accessible,官公庁舎・公共施設,東区,811-0201,福岡市東区三苫三丁目３－４１,092-606-4511,,西鉄電車 三苫駅から徒歩9分,http://gakushu.city.fukuoka.lg.jp/center/,公民館（講堂、学習室、和室、研修室、児童等集会室、地域団体室、ロビー、事務室）,車いす貸出|エレベーター|バリアフリートイレ|段差無し|筆談対応|点字（誘導）ブロック|屋内のおむつ交換スペース|トイレのおむつ交換スペース|ベビーチェア|小児用便器|キッズルーム|温水洗浄便座|全館禁煙,市データ,33.699352,130.418823
bf_0322,南片江公民館,accessible,官公庁舎・公共施設,城南区,814-0143,福岡市城南区南片江１丁目２４－２１,092-862-2453,,西鉄バス 南町バス停から徒歩約２分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室）,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|点字（誘導）ブロック|親子トイレ|トイレのおむつ交換スペース|ベビーチェア|小児用便器|温水洗浄便座|全館禁煙,市データ,33.541588,130.374832
bf_0323,南区おおはし子どもプラザ,accessible,官公庁舎・公共施設,南区,815-0032,福岡市南区塩原2-8-2南市民センター1階,092-511-3561,９：００～１８：００,西鉄大橋駅から徒歩12分 西鉄バス南市民センター前バス停から徒歩2分,https://ohashikodomoplaza.com/,０歳から就学前の乳幼児とその保護者が、いつでも気軽に遊ぶことができる施設です。 お子さんと遊びながら、他の親子と交流ができたり、情報交換をしたり、悩みを話したり。「みんなで子育てする場」でありたいと考えています。,親子トイレ|屋内のおむつ交換スペース|トイレのおむつ交換スペース|ベビーチェア|小児用便器|授乳室|託児室|ベビーベッド|駐車場|洋式トイレ,市データ,33.565971,130.423935
bf_0324,南区ひばる子どもプラザひつじのおうち,accessible,官公庁舎・公共施設,南区,811-1355,福岡市南区桧原２丁目36-15,092-555-6565,10:00～16:00,西鉄バス桧原三つ角から徒歩2分,https://kodomoplaza.jp/,乳幼児とその保護者がいつでも自由に訪問して遊ぶことができる場所です。 ０歳から就学前の乳幼児とその保護者、区外・市外の方もご利用いただけます。 予約の必要はありません。,親子トイレ|屋内のおむつ交換スペース|トイレのおむつ交換スペース|小児用便器|授乳室|キッズルーム|ベビーベッド|温水洗浄便座|駐車場|洋式トイレ|全館禁煙|休憩スペース,市データ,33.538803,130.394547
bf_0325,南区保健福祉センター,accessible,官公庁舎・公共施設|福祉,南区,815-0032,福岡市南区塩原３－２５－３,092-559-5114,,西鉄大橋駅（東口）下車 徒歩４分 西鉄南区役所前バス停から徒歩１分,http://www.city.fukuoka.lg.jp/minami/,福岡市「赤ちゃんの駅」の登録施設です。,車いす貸出|エレベーター|バリアフリートイレ|障がい者等対応エレベーター|乗り降りしやすい駐車場|ふくおか・まごころ駐車場|文字案内|手話対応|筆談対応|補聴設備|点字（誘導）ブロック|点字案内|屋内のおむつ交換スペース|トイレのおむつ交換スペース|ベビーチェア|授乳室|ベビーベッド|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙,市データ,33.561913,130.426743
bf_0326,南区役所,accessible,官公庁舎・公共施設,南区,815-8501,福岡市南区塩原３－２５－１,092-559-5005,,西鉄南区役所前バス停から徒歩1分,http://www.city.fukuoka.lg.jp/minami/,福岡市「赤ちゃんの駅」の登録施設です。,車いす貸出|車いす対応自動販売機|エレベーター|バリアフリートイレ|乗り降りしやすい駐車場|文字案内|手話対応|筆談対応|点字（誘導）ブロック|点字案内|音声案内|点字・音声案内ATM|屋内のおむつ交換スペース|ベビーチェア|小児用便器|ベビーカー貸出|授乳室|全館禁煙,市データ,33.562046,130.42662
bf_0327,南警察署,accessible,官公庁舎・公共施設,南区,815-0032,福岡市南区塩原２－３－１,092-542-0110,,西鉄南警察署入口バス停から徒歩5分,http://www.police.pref.fukuoka.jp/fukuoka/minami-ps/index.html,,エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|文字案内|筆談対応|点字案内|音声案内|親子トイレ|トイレのおむつ交換スペース|ベビーチェア|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙,市データ,33.566269,130.427078
bf_0328,南市民センター,accessible,官公庁舎・公共施設,南区,815-0032,福岡市南区塩原２ー８－２,092-561-2981,,西鉄南警察署入口バス停から徒歩3分,http://www.shimin-ctbs.com/,市民センターは、各種の講座・講演会等の開催、地域公民館への助言・指導、さまざまな情報の提供等を行っています。 福岡市「赤ちゃんの駅」の登録施設です。 ＡＥＤを１階事務室に設置しています。,車いす貸出|車いす対応客席|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|文字案内|筆談対応|点字（誘導）ブロック|屋内のおむつ交換スペース|ベビーチェア|授乳室|託児室|障がいのある方、高齢者の方への割引|温水洗浄便座|全館禁煙,市データ,33.565971,130.423935
